period_end,air_temp,dni,ghi
2023-08-12 07:30:00+00:00,25,795,501
2023-08-12 08:00:00+00:00,26,831,589
2023-08-12 08:30:00+00:00,27,857,668
2023-08-12 09:00:00+00:00,28,878,739
2023-08-12 09:30:00+00:00,28,896,800
2023-08-12 10:00:00+00:00,29,909,848
2023-08-12 10:30:00+00:00,30,916,883
2023-08-12 11:00:00+00:00,30,919,903
2023-08-12 11:30:00+00:00,30,919,909
2023-08-12 12:00:00+00:00,31,916,901
2023-08-12 12:30:00+00:00,31,910,878
2023-08-12 13:00:00+00:00,31,899,841
2023-08-12 13:30:00+00:00,30,883,792
2023-08-12 14:00:00+00:00,30,865,731
2023-08-12 14:30:00+00:00,30,843,660
2023-08-12 15:00:00+00:00,29,814,580
2023-08-12 15:30:00+00:00,29,774,493
2023-08-12 16:00:00+00:00,29,726,401
2023-08-12 16:30:00+00:00,28,666,307
2023-08-12 17:00:00+00:00,28,584,214
2023-08-12 17:30:00+00:00,28,468,126
2023-08-12 18:00:00+00:00,27,249,49
2023-08-12 18:30:00+00:00,27,9,3
2023-08-12 19:00:00+00:00,26,0,0
2023-08-12 19:30:00+00:00,25,0,0
2023-08-12 20:00:00+00:00,25,0,0
2023-08-12 20:30:00+00:00,24,0,0
2023-08-12 21:00:00+00:00,23,0,0
2023-08-12 21:30:00+00:00,23,0,0
2023-08-12 22:00:00+00:00,22,0,0
2023-08-12 22:30:00+00:00,22,0,0
2023-08-12 23:00:00+00:00,22,0,0
2023-08-12 23:30:00+00:00,21,0,0
2023-08-13 00:00:00+00:00,21,0,0
2023-08-13 00:30:00+00:00,21,0,0
2023-08-13 01:00:00+00:00,21,0,0
2023-08-13 01:30:00+00:00,20,0,0
2023-08-13 02:00:00+00:00,20,0,0
2023-08-13 02:30:00+00:00,20,0,0
2023-08-13 03:00:00+00:00,20,0,0
2023-08-13 03:30:00+00:00,20,0,0
2023-08-13 04:00:00+00:00,20,0,0
2023-08-13 04:30:00+00:00,20,6,3
2023-08-13 05:00:00+00:00,20,224,46
2023-08-13 05:30:00+00:00,20,446,122
2023-08-13 06:00:00+00:00,22,572,211
2023-08-13 06:30:00+00:00,23,661,305
2023-08-13 07:00:00+00:00,24,725,401
2023-08-13 07:30:00+00:00,25,773,494
2023-08-13 08:00:00+00:00,25,810,582
2023-08-13 08:30:00+00:00,26,838,662
2023-08-13 09:00:00+00:00,27,862,734
2023-08-13 09:30:00+00:00,28,883,796
2023-08-13 10:00:00+00:00,29,898,847
2023-08-13 10:30:00+00:00,29,906,882
2023-08-13 11:00:00+00:00,30,910,902
2023-08-13 11:30:00+00:00,30,909,907
2023-08-13 12:00:00+00:00,30,903,897
2023-08-13 12:30:00+00:00,30,892,873
2023-08-13 13:00:00+00:00,30,881,836
2023-08-13 13:30:00+00:00,30,867,787
2023-08-13 14:00:00+00:00,29,850,726
2023-08-13 14:30:00+00:00,29,829,655
2023-08-13 15:00:00+00:00,29,802,576
2023-08-13 15:30:00+00:00,29,766,490
2023-08-13 16:00:00+00:00,29,718,398
2023-08-13 16:30:00+00:00,28,649,303
2023-08-13 17:00:00+00:00,28,557,208
2023-08-13 17:30:00+00:00,27,426,120
2023-08-13 18:00:00+00:00,27,204,44
2023-08-13 18:30:00+00:00,26,5,2
2023-08-13 19:00:00+00:00,26,0,0
2023-08-13 19:30:00+00:00,25,0,0
2023-08-13 20:00:00+00:00,25,0,0
2023-08-13 20:30:00+00:00,25,0,0
2023-08-13 21:00:00+00:00,24,0,0
2023-08-13 21:30:00+00:00,23,0,0
2023-08-13 22:00:00+00:00,22,0,0
2023-08-13 22:30:00+00:00,22,0,0
2023-08-13 23:00:00+00:00,21,0,0
2023-08-13 23:30:00+00:00,21,0,0
2023-08-14 00:00:00+00:00,20,0,0
2023-08-14 00:30:00+00:00,20,0,0
2023-08-14 01:00:00+00:00,20,0,0
2023-08-14 01:30:00+00:00,20,0,0
2023-08-14 02:00:00+00:00,19,0,0
2023-08-14 02:30:00+00:00,19,0,0
2023-08-14 03:00:00+00:00,19,0,0
2023-08-14 03:30:00+00:00,19,0,0
2023-08-14 04:00:00+00:00,19,0,0
2023-08-14 04:30:00+00:00,19,4,2
2023-08-14 05:00:00+00:00,20,204,43
2023-08-14 05:30:00+00:00,20,435,119
2023-08-14 06:00:00+00:00,21,569,208
2023-08-14 06:30:00+00:00,22,662,302
2023-08-14 07:00:00+00:00,23,727,397
2023-08-14 07:30:00+00:00,25,773,488
2023-08-14 08:00:00+00:00,26,808,574
2023-08-14 08:30:00+00:00,27,834,653
2023-08-14 09:00:00+00:00,27,855,723
2023-08-14 09:30:00+00:00,28,871,783
2023-08-14 10:00:00+00:00,29,885,833
2023-08-14 10:30:00+00:00,29,894,868
2023-08-14 11:00:00+00:00,29,896,889
2023-08-14 11:30:00+00:00,29,894,895
2023-08-14 12:00:00+00:00,30,889,886
2023-08-14 12:30:00+00:00,30,880,864
2023-08-14 13:00:00+00:00,30,868,828
2023-08-14 13:30:00+00:00,30,852,779
2023-08-14 14:00:00+00:00,30,832,718
2023-08-14 14:30:00+00:00,30,810,647
2023-08-14 15:00:00+00:00,30,778,567
2023-08-14 15:30:00+00:00,29,736,480
2023-08-14 16:00:00+00:00,29,684,388
2023-08-14 16:30:00+00:00,29,618,294
2023-08-14 17:00:00+00:00,28,525,201
2023-08-14 17:30:00+00:00,28,392,113
2023-08-14 18:00:00+00:00,27,171,40
2023-08-14 18:30:00+00:00,27,3,2
2023-08-14 19:00:00+00:00,26,0,0
2023-08-14 19:30:00+00:00,26,0,0
2023-08-14 20:00:00+00:00,25,0,0
2023-08-14 20:30:00+00:00,25,0,0
2023-08-14 21:00:00+00:00,24,0,0
2023-08-14 21:30:00+00:00,23,0,0
2023-08-14 22:00:00+00:00,23,0,0
2023-08-14 22:30:00+00:00,22,0,0
2023-08-14 23:00:00+00:00,22,0,0
2023-08-14 23:30:00+00:00,22,0,0
2023-08-15 00:00:00+00:00,22,0,0
2023-08-15 00:30:00+00:00,21,0,0
2023-08-15 01:00:00+00:00,21,0,0
2023-08-15 01:30:00+00:00,21,0,0
2023-08-15 02:00:00+00:00,21,0,0
2023-08-15 02:30:00+00:00,20,0,0
2023-08-15 03:00:00+00:00,21,0,0
2023-08-15 03:30:00+00:00,21,0,0
2023-08-15 04:00:00+00:00,21,0,0
2023-08-15 04:30:00+00:00,21,3,2
2023-08-15 05:00:00+00:00,21,190,40
2023-08-15 05:30:00+00:00,21,422,114
2023-08-15 06:00:00+00:00,22,552,201
2023-08-15 06:30:00+00:00,22,641,294
2023-08-15 07:00:00+00:00,23,705,387
2023-08-15 07:30:00+00:00,24,752,477
2023-08-15 08:00:00+00:00,25,786,563
2023-08-15 08:30:00+00:00,26,809,640
2023-08-15 09:00:00+00:00,27,828,709
2023-08-15 09:30:00+00:00,28,845,768
2023-08-15 10:00:00+00:00,28,857,815
2023-08-15 10:30:00+00:00,29,865,849
2023-08-15 11:00:00+00:00,29,869,869
2023-08-15 11:30:00+00:00,30,869,875
2023-08-15 12:00:00+00:00,30,864,867
2023-08-15 12:30:00+00:00,30,852,844
2023-08-15 13:00:00+00:00,30,840,809
2023-08-15 13:30:00+00:00,30,827,761
2023-08-15 14:00:00+00:00,30,810,702
2023-08-15 14:30:00+00:00,30,786,632
2023-08-15 15:00:00+00:00,29,754,553
2023-08-15 15:30:00+00:00,29,711,467
2023-08-15 16:00:00+00:00,29,656,376
2023-08-15 16:30:00+00:00,28,582,282
2023-08-15 17:00:00+00:00,28,482,190
2023-08-15 17:30:00+00:00,27,341,105
2023-08-15 18:00:00+00:00,27,53,31
2023-08-15 18:30:00+00:00,26,0,1
2023-08-15 19:00:00+00:00,26,0,0
2023-08-15 19:30:00+00:00,26,0,0
2023-08-15 20:00:00+00:00,25,0,0
2023-08-15 20:30:00+00:00,25,0,0
2023-08-15 21:00:00+00:00,24,0,0
2023-08-15 21:30:00+00:00,24,0,0
2023-08-15 22:00:00+00:00,23,0,0
2023-08-15 22:30:00+00:00,23,0,0
2023-08-15 23:00:00+00:00,23,0,0
2023-08-15 23:30:00+00:00,23,0,0
2023-08-16 00:00:00+00:00,23,0,0
2023-08-16 00:30:00+00:00,23,0,0
2023-08-16 01:00:00+00:00,22,0,0
2023-08-16 01:30:00+00:00,22,0,0
2023-08-16 02:00:00+00:00,22,0,0
2023-08-16 02:30:00+00:00,22,0,0
2023-08-16 03:00:00+00:00,22,0,0
2023-08-16 03:30:00+00:00,22,0,0
2023-08-16 04:00:00+00:00,22,0,0
2023-08-16 04:30:00+00:00,22,0,1
2023-08-16 05:00:00+00:00,23,0,24
2023-08-16 05:30:00+00:00,23,0,67
2023-08-16 06:00:00+00:00,23,76,139
2023-08-16 06:30:00+00:00,24,442,261
2023-08-16 07:00:00+00:00,24,434,333
2023-08-16 07:30:00+00:00,25,507,423
2023-08-16 08:00:00+00:00,26,705,540
2023-08-16 08:30:00+00:00,26,737,618
2023-08-16 09:00:00+00:00,27,767,688
2023-08-16 09:30:00+00:00,28,797,750
2023-08-16 10:00:00+00:00,29,819,802
2023-08-16 10:30:00+00:00,30,830,838
2023-08-16 11:00:00+00:00,30,834,858
2023-08-16 11:30:00+00:00,30,832,864
2023-08-16 12:00:00+00:00,31,823,855
2023-08-16 12:30:00+00:00,31,805,831
2023-08-16 13:00:00+00:00,31,789,795
2023-08-16 13:30:00+00:00,31,774,747
2023-08-16 14:00:00+00:00,31,753,687
2023-08-16 14:30:00+00:00,31,723,616
2023-08-16 15:00:00+00:00,31,685,536
2023-08-16 15:30:00+00:00,30,637,449
2023-08-16 16:00:00+00:00,29,577,358
2023-08-16 16:30:00+00:00,29,356,244
2023-08-16 17:00:00+00:00,29,401,176
2023-08-16 17:30:00+00:00,28,264,94
2023-08-16 18:00:00+00:00,28,28,25
2023-08-16 18:30:00+00:00,27,0,0
2023-08-16 19:00:00+00:00,27,0,0
2023-08-16 19:30:00+00:00,27,0,0
2023-08-16 20:00:00+00:00,26,0,0
2023-08-16 20:30:00+00:00,26,0,0
2023-08-16 21:00:00+00:00,25,0,0
2023-08-16 21:30:00+00:00,24,0,0
2023-08-16 22:00:00+00:00,24,0,0
2023-08-16 22:30:00+00:00,23,0,0
2023-08-16 23:00:00+00:00,23,0,0
2023-08-16 23:30:00+00:00,23,0,0
2023-08-17 00:00:00+00:00,23,0,0
2023-08-17 00:30:00+00:00,23,0,0
2023-08-17 01:00:00+00:00,22,0,0
2023-08-17 01:30:00+00:00,22,0,0
2023-08-17 02:00:00+00:00,22,0,0
2023-08-17 02:30:00+00:00,22,0,0
2023-08-17 03:00:00+00:00,22,0,0
2023-08-17 03:30:00+00:00,22,0,0
2023-08-17 04:00:00+00:00,22,0,0
2023-08-17 04:30:00+00:00,22,1,1
2023-08-17 05:00:00+00:00,22,78,31
2023-08-17 05:30:00+00:00,22,325,101
2023-08-17 06:00:00+00:00,23,468,187
2023-08-17 06:30:00+00:00,24,571,279
2023-08-17 07:00:00+00:00,24,646,373
2023-08-17 07:30:00+00:00,25,703,464
2023-08-17 08:00:00+00:00,26,745,550
2023-08-17 08:30:00+00:00,28,775,629
2023-08-17 09:00:00+00:00,29,800,699
2023-08-17 09:30:00+00:00,29,820,758
2023-08-17 10:00:00+00:00,30,833,804
2023-08-17 10:30:00+00:00,31,841,837
2023-08-17 11:00:00+00:00,31,846,858
2023-08-17 11:30:00+00:00,32,847,864
2023-08-17 12:00:00+00:00,32,844,856
2023-08-17 12:30:00+00:00,32,835,834
2023-08-17 13:00:00+00:00,32,822,798
2023-08-17 13:30:00+00:00,32,805,750
2023-08-17 14:00:00+00:00,32,783,690
2023-08-17 14:30:00+00:00,32,754,619
2023-08-17 15:00:00+00:00,31,717,539
2023-08-17 15:30:00+00:00,31,670,452
2023-08-17 16:00:00+00:00,31,612,362
2023-08-17 16:30:00+00:00,30,537,269
2023-08-17 17:00:00+00:00,30,431,178
2023-08-17 17:30:00+00:00,29,282,94
2023-08-17 18:00:00+00:00,29,29,24
2023-08-17 18:30:00+00:00,28,0,0
2023-08-17 19:00:00+00:00,28,0,0
2023-08-17 19:30:00+00:00,27,0,0
2023-08-17 20:00:00+00:00,27,0,0
2023-08-17 20:30:00+00:00,26,0,0
2023-08-17 21:00:00+00:00,25,0,0
2023-08-17 21:30:00+00:00,25,0,0
2023-08-17 22:00:00+00:00,24,0,0
2023-08-17 22:30:00+00:00,24,0,0
2023-08-17 23:00:00+00:00,24,0,0
2023-08-17 23:30:00+00:00,24,0,0
2023-08-18 00:00:00+00:00,24,0,0
2023-08-18 00:30:00+00:00,23,0,0
2023-08-18 01:00:00+00:00,23,0,0
2023-08-18 01:30:00+00:00,23,0,0
2023-08-18 02:00:00+00:00,22,0,0
2023-08-18 02:30:00+00:00,22,0,0
2023-08-18 03:00:00+00:00,22,0,0
2023-08-18 03:30:00+00:00,22,0,0
2023-08-18 04:00:00+00:00,22,0,0
2023-08-18 04:30:00+00:00,22,0,0
2023-08-18 05:00:00+00:00,22,2,25
2023-08-18 05:30:00+00:00,23,212,91
2023-08-18 06:00:00+00:00,23,399,177
2023-08-18 06:30:00+00:00,24,504,269
2023-08-18 07:00:00+00:00,25,583,362
2023-08-18 07:30:00+00:00,26,641,454
2023-08-18 08:00:00+00:00,27,686,540
2023-08-18 08:30:00+00:00,28,720,619
2023-08-18 09:00:00+00:00,29,761,691
2023-08-18 09:30:00+00:00,30,807,755
2023-08-18 10:00:00+00:00,31,832,803
2023-08-18 10:30:00+00:00,32,840,836
2023-08-18 11:00:00+00:00,32,845,857
2023-08-18 11:30:00+00:00,33,847,864
2023-08-18 12:00:00+00:00,33,842,856
2023-08-18 12:30:00+00:00,33,830,833
2023-08-18 13:00:00+00:00,33,818,797
2023-08-18 13:30:00+00:00,33,804,749
2023-08-18 14:00:00+00:00,33,786,690
2023-08-18 14:30:00+00:00,32,765,620
2023-08-18 15:00:00+00:00,32,732,540
2023-08-18 15:30:00+00:00,31,686,453
2023-08-18 16:00:00+00:00,31,630,363
2023-08-18 16:30:00+00:00,30,557,270
2023-08-18 17:00:00+00:00,30,453,179
2023-08-18 17:30:00+00:00,29,302,94
2023-08-18 18:00:00+00:00,29,32,23
2023-08-18 18:30:00+00:00,28,0,0
2023-08-18 19:00:00+00:00,27,0,0
2023-08-18 19:30:00+00:00,27,0,0
2023-08-18 20:00:00+00:00,27,0,0
2023-08-18 20:30:00+00:00,26,0,0
2023-08-18 21:00:00+00:00,25,0,0
2023-08-18 21:30:00+00:00,25,0,0
2023-08-18 22:00:00+00:00,25,0,0
2023-08-18 22:30:00+00:00,24,0,0
2023-08-18 23:00:00+00:00,24,0,0
2023-08-18 23:30:00+00:00,23,0,0
2023-08-19 00:00:00+00:00,23,0,0
2023-08-19 00:30:00+00:00,23,0,0
2023-08-19 01:00:00+00:00,23,0,0
2023-08-19 01:30:00+00:00,23,0,0
2023-08-19 02:00:00+00:00,22,0,0
2023-08-19 02:30:00+00:00,22,0,0
2023-08-19 03:00:00+00:00,22,0,0
2023-08-19 03:30:00+00:00,22,0,0
2023-08-19 04:00:00+00:00,22,0,0
2023-08-19 04:30:00+00:00,22,0,0
2023-08-19 05:00:00+00:00,22,105,30
2023-08-19 05:30:00+00:00,23,326,98
2023-08-19 06:00:00+00:00,23,473,184
2023-08-19 06:30:00+00:00,24,579,277
2023-08-19 07:00:00+00:00,25,656,372
2023-08-19 07:30:00+00:00,27,715,464
2023-08-19 08:00:00+00:00,28,758,552
2023-08-19 08:30:00+00:00,29,789,631
2023-08-19 09:00:00+00:00,30,822,704
2023-08-19 09:30:00+00:00,31,857,766
2023-08-19 10:00:00+00:00,32,875,813
2023-08-19 10:30:00+00:00,32,883,847
2023-08-19 11:00:00+00:00,33,887,868
2023-08-19 11:30:00+00:00,33,889,874
2023-08-19 12:00:00+00:00,34,884,866
2023-08-19 12:30:00+00:00,34,871,843
2023-08-19 13:00:00+00:00,34,859,807
2023-08-19 13:30:00+00:00,35,847,759
2023-08-19 14:00:00+00:00,35,830,699
2023-08-19 14:30:00+00:00,34,808,629
2023-08-19 15:00:00+00:00,34,779,549
2023-08-19 15:30:00+00:00,34,741,462
2023-08-19 16:00:00+00:00,34,689,370
2023-08-19 16:30:00+00:00,33,620,276
2023-08-19 17:00:00+00:00,33,525,184
2023-08-19 17:30:00+00:00,32,387,98
2023-08-19 18:00:00+00:00,31,125,28
2023-08-19 18:30:00+00:00,31,0,0
2023-08-19 19:00:00+00:00,31,0,0
2023-08-19 19:30:00+00:00,30,0,0
2023-08-19 20:00:00+00:00,30,0,0
2023-08-19 20:30:00+00:00,29,0,0
2023-08-19 21:00:00+00:00,29,0,0
2023-08-19 21:30:00+00:00,28,0,0
2023-08-19 22:00:00+00:00,27,0,0
2023-08-19 22:30:00+00:00,27,0,0
2023-08-19 23:00:00+00:00,27,0,0
2023-08-19 23:30:00+00:00,26,0,0
2023-08-20 00:00:00+00:00,26,0,0
2023-08-20 00:30:00+00:00,26,0,0
2023-08-20 01:00:00+00:00,26,0,0
2023-08-20 01:30:00+00:00,25,0,0
2023-08-20 02:00:00+00:00,25,0,0
2023-08-20 02:30:00+00:00,25,0,0
2023-08-20 03:00:00+00:00,25,0,0
2023-08-20 03:30:00+00:00,25,0,0
2023-08-20 04:00:00+00:00,24,0,0
2023-08-20 04:30:00+00:00,24,0,0
2023-08-20 05:00:00+00:00,24,127,30
2023-08-20 05:30:00+00:00,25,367,101
2023-08-20 06:00:00+00:00,25,501,187
2023-08-20 06:30:00+00:00,26,589,278
2023-08-20 07:00:00+00:00,27,653,371
2023-08-20 07:30:00+00:00,28,702,462
2023-08-20 08:00:00+00:00,29,737,547
2023-08-20 08:30:00+00:00,30,761,625
2023-08-20 09:00:00+00:00,31,789,696
2023-08-20 09:30:00+00:00,32,818,756
2023-08-20 10:00:00+00:00,32,831,801
2023-08-20 10:30:00+00:00,33,831,832
2023-08-20 11:00:00+00:00,34,829,850
2023-08-20 11:30:00+00:00,34,824,854
2023-08-20 12:00:00+00:00,34,812,844
2023-08-20 12:30:00+00:00,34,794,819
2023-08-20 13:00:00+00:00,34,776,782
2023-08-20 13:30:00+00:00,35,722,723
2023-08-20 14:00:00+00:00,34,521,610
2023-08-20 14:30:00+00:00,34,250,467
2023-08-20 15:00:00+00:00,34,525,487
2023-08-20 15:30:00+00:00,34,606,432
2023-08-20 16:00:00+00:00,34,577,347
2023-08-20 16:30:00+00:00,33,495,254
2023-08-20 17:00:00+00:00,33,386,163
2023-08-20 17:30:00+00:00,32,242,82
2023-08-20 18:00:00+00:00,32,24,18
2023-08-20 18:30:00+00:00,31,0,0
2023-08-20 19:00:00+00:00,31,0,0
2023-08-20 19:30:00+00:00,30,0,0
2023-08-20 20:00:00+00:00,30,0,0
2023-08-20 20:30:00+00:00,29,0,0
2023-08-20 21:00:00+00:00,29,0,0
2023-08-20 21:30:00+00:00,28,0,0
2023-08-20 22:00:00+00:00,28,0,0
2023-08-20 22:30:00+00:00,28,0,0
2023-08-20 23:00:00+00:00,27,0,0
2023-08-20 23:30:00+00:00,27,0,0
2023-08-21 00:00:00+00:00,26,0,0
2023-08-21 00:30:00+00:00,26,0,0
2023-08-21 01:00:00+00:00,26,0,0
2023-08-21 01:30:00+00:00,25,0,0
2023-08-21 02:00:00+00:00,25,0,0
2023-08-21 02:30:00+00:00,24,0,0
2023-08-21 03:00:00+00:00,24,0,0
2023-08-21 03:30:00+00:00,24,0,0
2023-08-21 04:00:00+00:00,24,0,0
2023-08-21 04:30:00+00:00,24,0,0
2023-08-21 05:00:00+00:00,24,67,25
2023-08-21 05:30:00+00:00,25,259,88
2023-08-21 06:00:00+00:00,25,404,171
2023-08-21 06:30:00+00:00,26,512,263
2023-08-21 07:00:00+00:00,27,593,357
2023-08-21 07:30:00+00:00,28,655,449
2023-08-21 08:00:00+00:00,29,703,536
2023-08-21 08:30:00+00:00,30,741,616
2023-08-21 09:00:00+00:00,31,772,687
2023-08-21 09:30:00+00:00,32,797,748
2023-08-21 10:00:00+00:00,33,814,795
2023-08-21 10:30:00+00:00,34,823,829
2023-08-21 11:00:00+00:00,35,826,849
2023-08-21 11:30:00+00:00,35,824,854
2023-08-21 12:00:00+00:00,35,816,845
2023-08-21 12:30:00+00:00,35,800,820
2023-08-21 13:00:00+00:00,36,783,782
2023-08-21 13:30:00+00:00,36,764,733
2023-08-21 14:00:00+00:00,36,739,671
2023-08-21 14:30:00+00:00,36,708,599
2023-08-21 15:00:00+00:00,35,665,518
2023-08-21 15:30:00+00:00,35,610,429
2023-08-21 16:00:00+00:00,35,542,337
2023-08-21 16:30:00+00:00,34,456,244
2023-08-21 17:00:00+00:00,34,346,155
2023-08-21 17:30:00+00:00,33,206,76
2023-08-21 18:00:00+00:00,32,18,16
2023-08-21 18:30:00+00:00,32,0,0
2023-08-21 19:00:00+00:00,31,0,0
2023-08-21 19:30:00+00:00,31,0,0
2023-08-21 20:00:00+00:00,30,0,0
2023-08-21 20:30:00+00:00,30,0,0
2023-08-21 21:00:00+00:00,29,0,0
2023-08-21 21:30:00+00:00,29,0,0
2023-08-21 22:00:00+00:00,28,0,0
2023-08-21 22:30:00+00:00,28,0,0
2023-08-21 23:00:00+00:00,27,0,0
2023-08-21 23:30:00+00:00,27,0,0
2023-08-22 00:00:00+00:00,27,0,0
2023-08-22 00:30:00+00:00,26,0,0
2023-08-22 01:00:00+00:00,26,0,0
2023-08-22 01:30:00+00:00,26,0,0
2023-08-22 02:00:00+00:00,25,0,0
2023-08-22 02:30:00+00:00,25,0,0
2023-08-22 03:00:00+00:00,25,0,0
2023-08-22 03:30:00+00:00,25,0,0
2023-08-22 04:00:00+00:00,25,0,0
2023-08-22 04:30:00+00:00,25,0,0
2023-08-22 05:00:00+00:00,25,57,23
2023-08-22 05:30:00+00:00,25,243,85
2023-08-22 06:00:00+00:00,25,387,167
2023-08-22 06:30:00+00:00,26,494,258
2023-08-22 07:00:00+00:00,27,576,352
2023-08-22 07:30:00+00:00,28,639,444
2023-08-22 08:00:00+00:00,30,689,532
2023-08-22 08:30:00+00:00,31,727,612
2023-08-22 09:00:00+00:00,32,761,684
2023-08-22 09:30:00+00:00,33,790,745
2023-08-22 10:00:00+00:00,33,809,794
2023-08-22 10:30:00+00:00,34,819,828
2023-08-22 11:00:00+00:00,34,824,848
2023-08-22 11:30:00+00:00,35,825,854
2023-08-22 12:00:00+00:00,35,819,845
2023-08-22 12:30:00+00:00,35,806,820
2023-08-22 13:00:00+00:00,35,788,782
2023-08-22 13:30:00+00:00,35,765,731
2023-08-22 14:00:00+00:00,34,737,668
2023-08-22 14:30:00+00:00,34,701,595
2023-08-22 15:00:00+00:00,33,657,513
2023-08-22 15:30:00+00:00,33,602,425
2023-08-22 16:00:00+00:00,33,531,332
2023-08-22 16:30:00+00:00,32,431,237
2023-08-22 17:00:00+00:00,32,192,135
2023-08-22 17:30:00+00:00,31,128,68
2023-08-22 18:00:00+00:00,31,0,13
2023-08-22 18:30:00+00:00,30,0,0
2023-08-22 19:00:00+00:00,30,0,0
2023-08-22 19:30:00+00:00,29,0,0
2023-08-22 20:00:00+00:00,29,0,0
2023-08-22 20:30:00+00:00,28,0,0
2023-08-22 21:00:00+00:00,28,0,0
2023-08-22 21:30:00+00:00,27,0,0
2023-08-22 22:00:00+00:00,27,0,0
2023-08-22 22:30:00+00:00,27,0,0
2023-08-22 23:00:00+00:00,26,0,0
2023-08-22 23:30:00+00:00,26,0,0
2023-08-23 00:00:00+00:00,26,0,0
2023-08-23 00:30:00+00:00,26,0,0
2023-08-23 01:00:00+00:00,26,0,0
2023-08-23 01:30:00+00:00,25,0,0
2023-08-23 02:00:00+00:00,25,0,0
2023-08-23 02:30:00+00:00,24,0,0
2023-08-23 03:00:00+00:00,24,0,0
2023-08-23 03:30:00+00:00,24,0,0
2023-08-23 04:00:00+00:00,24,0,0
2023-08-23 04:30:00+00:00,24,0,0
2023-08-23 05:00:00+00:00,25,51,21
2023-08-23 05:30:00+00:00,25,240,82
2023-08-23 06:00:00+00:00,26,392,164
2023-08-23 06:30:00+00:00,27,507,256
2023-08-23 07:00:00+00:00,27,594,350
2023-08-23 07:30:00+00:00,29,661,443
2023-08-23 08:00:00+00:00,30,711,530
2023-08-23 08:30:00+00:00,31,748,610
2023-08-23 09:00:00+00:00,32,783,682
2023-08-23 09:30:00+00:00,32,816,745
2023-08-23 10:00:00+00:00,33,836,794
2023-08-23 10:30:00+00:00,33,842,828
2023-08-23 11:00:00+00:00,34,844,848
2023-08-23 11:30:00+00:00,34,843,853
2023-08-23 12:00:00+00:00,35,834,844
2023-08-23 12:30:00+00:00,35,819,819
2023-08-23 13:00:00+00:00,35,802,781
2023-08-23 13:30:00+00:00,35,783,731
2023-08-23 14:00:00+00:00,34,758,668
2023-08-23 14:30:00+00:00,34,727,596
2023-08-23 15:00:00+00:00,34,685,514
2023-08-23 15:30:00+00:00,33,631,426
2023-08-23 16:00:00+00:00,33,563,333
2023-08-23 16:30:00+00:00,32,476,240
2023-08-23 17:00:00+00:00,32,363,150
2023-08-23 17:30:00+00:00,31,170,69
2023-08-23 18:00:00+00:00,31,0,12
2023-08-23 18:30:00+00:00,30,0,0
2023-08-23 19:00:00+00:00,30,0,0
2023-08-23 19:30:00+00:00,29,0,0
2023-08-23 20:00:00+00:00,29,0,0
2023-08-23 20:30:00+00:00,28,0,0
2023-08-23 21:00:00+00:00,27,0,0
2023-08-23 21:30:00+00:00,27,0,0
2023-08-23 22:00:00+00:00,26,0,0
2023-08-23 22:30:00+00:00,26,0,0
2023-08-23 23:00:00+00:00,26,0,0
2023-08-23 23:30:00+00:00,25,0,0
2023-08-24 00:00:00+00:00,25,0,0
2023-08-24 00:30:00+00:00,25,0,0
2023-08-24 01:00:00+00:00,25,0,0
2023-08-24 01:30:00+00:00,24,0,0
2023-08-24 02:00:00+00:00,24,0,0
2023-08-24 02:30:00+00:00,24,0,0
2023-08-24 03:00:00+00:00,24,0,0
2023-08-24 03:30:00+00:00,24,0,0
2023-08-24 04:00:00+00:00,24,0,0
2023-08-24 04:30:00+00:00,24,0,0
2023-08-24 05:00:00+00:00,24,32,19
2023-08-24 05:30:00+00:00,24,288,85
2023-08-24 06:00:00+00:00,25,441,169
2023-08-24 06:30:00+00:00,26,547,260
2023-08-24 07:00:00+00:00,27,624,353
2023-08-24 07:30:00+00:00,28,681,444
2023-08-24 08:00:00+00:00,29,724,530
2023-08-24 08:30:00+00:00,31,757,609
2023-08-24 09:00:00+00:00,31,782,679
2023-08-24 09:30:00+00:00,32,802,739
2023-08-24 10:00:00+00:00,33,817,787
2023-08-24 10:30:00+00:00,34,827,821
2023-08-24 11:00:00+00:00,34,831,841
2023-08-24 11:30:00+00:00,34,829,847
2023-08-24 12:00:00+00:00,35,822,837
2023-08-24 12:30:00+00:00,35,810,814
2023-08-24 13:00:00+00:00,34,795,776
2023-08-24 13:30:00+00:00,34,777,727
2023-08-24 14:00:00+00:00,34,753,665
2023-08-24 14:30:00+00:00,34,722,593
2023-08-24 15:00:00+00:00,34,682,512
2023-08-24 15:30:00+00:00,33,631,424
2023-08-24 16:00:00+00:00,33,564,331
2023-08-24 16:30:00+00:00,32,476,237
2023-08-24 17:00:00+00:00,32,360,147
2023-08-24 17:30:00+00:00,31,166,66
2023-08-24 18:00:00+00:00,30,0,11
2023-08-24 18:30:00+00:00,30,0,0
2023-08-24 19:00:00+00:00,29,0,0
2023-08-24 19:30:00+00:00,29,0,0
2023-08-24 20:00:00+00:00,29,0,0
2023-08-24 20:30:00+00:00,28,0,0
2023-08-24 21:00:00+00:00,27,0,0
2023-08-24 21:30:00+00:00,27,0,0
2023-08-24 22:00:00+00:00,26,0,0
2023-08-24 22:30:00+00:00,26,0,0
2023-08-24 23:00:00+00:00,26,0,0
